S.no,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,course_id,professor,department,Quality,Difficulty,Comment
2842,0.0,1.0,0.0,0.0,0.7154374718666077,0.26714184880256653,0.017420701682567596, HIST168,Gary Gilbert ,Religious Studies department,4.0,2.0,Class can sometimes be dry
2843,0.042,0.817,0.141,0.7351,0.05966532975435257,0.433051198720932,0.5072834491729736, FHS10,Gary Gilbert ,Religious Studies department,5.0,3.0,"All of his classes are discussion based. If you are not writing the text paper about the book discussed in class, then there's no point in going to that specific class. He assigns a lot of writing and a lot of reading, so SparkNotes is your best friend."
2844,0.071,0.761,0.169,0.8747,0.11943809688091278,0.32269570231437683,0.5578661561012268, RLST137,Gary Gilbert ,Religious Studies department,4.0,4.0,"He is a hard grader, but wants you to do well. Very easy to talk to and barely even looks at his notes.  It can be boring, but it is a lecture class. There is a lot of reading but if you pay attention and take good notes, the readings are not necessary and he wont test you to make sure you did it. I'm thinking about taking another class with him."
2845,0.0,0.867,0.133,0.6806,0.006764636375010014,0.04606497660279274,0.9471703767776489, RLST137,Gary Gilbert ,Religious Studies department,4.5,3.0,"Gary is amazingly knowledgeable, the his lectures are enjoyable, and he is a fair grader.  Doing all of the supplement reading is not necessary if you have some background in the subject, but do read the primary sources. Take a class from him. You will not regret it."
2846,0.0,0.886,0.114,0.6746,0.0013713428052142262,0.01183644775301218,0.9867922067642212, RLST137,Gary Gilbert ,Religious Studies department,4.0,4.0,"He is one my favorite profs. I took the first Jewish-Christian Relations class and learned so much. It was A LOT of reading, but it was doable. Plus he is very excited about his suject, especially the ancient period. Take him when is comes back for Oxford."
2847,0.0,0.355,0.645,0.9464,0.00209845625795424,0.0063333273865282536,0.9915682673454285, VARIOUSRLST,Gary Gilbert ,Religious Studies department,5.0,3.0,i love him!  he's my fav. prof.  so interesting and helpful and just a nice guy
2848,0.0,0.529,0.471,0.7912,0.0034900803584605455,0.035193681716918945,0.9613162279129028, LIFEOFJESUS,Gary Gilbert ,Religious Studies department,5.0,3.0,Good professor. Not too difficult a class and he is approachable and intelligent.
2849,0.0,0.7,0.3,0.9443,0.010626792907714844,0.059097860008478165,0.9302753210067749, CIV10,Gary Gilbert ,Religious Studies department,5.0,3.0,"He's a very nice guy, its ok if you don't do the reading...he doesn't call on people. You have to do a presentation on a book for the whole period which can be a pretty big task but he grades fairly. Never gets upset and has a great sense of humor!"
2850,0.688,0.312,0.0,-0.296,0.21843434870243073,0.7072479128837585,0.07431772351264954, JUDAISM,Gary Gilbert ,Religious Studies department,3.0,4.0,No Comments
2851,0.041,0.563,0.396,0.9741,0.0024721664376556873,0.03388141095638275,0.9636464715003967, CIV10,Gary Gilbert ,Religious Studies department,5.0,2.0,"Gilbert is a very nice and friendly professor, but he still sets fairly high standards. He runs a relaxed classroom, but a very focused one. He is a great moderator for discussion, creating an environment where people can feel free to take a risk and add to the discussion."
2852,0.0,0.696,0.304,0.8622,0.001376830623485148,0.00818382017314434,0.9904392957687378, RLST132ETC,Gary Gilbert ,Religious Studies department,5.0,3.0,"I've taken two classes from this prof so far... 132 and 120... both have been awesome.  He's interesting, knowledgable, and approachable.  I highly recommend his classes."
2853,0.0,0.71,0.29,0.8,0.001923039904795587,0.022820577025413513,0.9752563238143921, RLST132,Gary Gilbert ,Religious Studies department,5.0,2.0,Very knowledgeable prof who is very willing to help students. Readings are interesting as are the issues discussed in class. WOuld recommend highly.
2854,0.0,0.928,0.072,0.4019,0.0013341465964913368,0.02131502889096737,0.9773508310317993, RLST21,Gary Gilbert ,Religious Studies department,5.0,3.0,"if you are interested in Western religions, you must take a course from Dr. Gilbert. He is the sweetest prof who really wants to teach you something. Go chat with him in office hours too, very approachable."
2855,0.0,0.933,0.067,0.4215,0.047265201807022095,0.41857320070266724,0.5341616272926331, RLST120,Gary Gilbert ,Religious Studies department,4.0,2.0,"Course Title: The Life of Jesus (from a historical point of view, of course. blah) Work: One page analysis of each canonical gospel. Midterm quiz based on readings. Three papers, including a 15-20 page final. Nice, approchable man. Doesn't call on people."
2856,0.688,0.312,0.0,-0.296,0.21843434870243073,0.7072479128837585,0.07431772351264954, CIV10,Gary Gilbert ,Religious Studies department,5.0,2.0,No Comments
2857,0.0,0.245,0.755,0.4724,0.0529104508459568,0.2419457733631134,0.7051437497138977, RLST132,Gary Gilbert ,Religious Studies department,5.0,1.0,OH YEAH!!!
2858,0.064,0.828,0.108,0.3542,0.005676369648426771,0.03880561515688896,0.9555180072784424, GOVT020,Michael Fortner ,Government department,5.0,3.0,"Prof Fortner's classes were always so enjoyable -- he's really friendly with all of his students and jokes around a lot, but still manages to run class seriously. Very discussion and reading heavy but the class is more about discussing politics and questioning your own beliefs than learning the specifics of U.S. government."
2859,0.076,0.624,0.3,0.8798,0.00210493803024292,0.022313140332698822,0.9755820035934448, GOVT179,Michael Fortner ,Government department,5.0,3.0,"gives good feedback on papers, really engaging and insightful discussions. reading heavy but all the choices were really interesting and not very difficult. pretty straightforward and easy grader if you do the readings and put in effort!"
2860,0.0,0.744,0.256,0.9632,0.0018159594619646668,0.0076238177716732025,0.9905602335929871, GOV20,Michael Fortner ,Government department,5.0,3.0,"One of my favorite professors and class so far! I took this class just for a general education requirement, but I loved it because he really made me question my political beliefs and think critically about them. Hes super caring about his students! There is a lot of group work, but I became very close to each of my group members!"
2861,0.0,0.185,0.815,0.6588,0.004972360096871853,0.048005182296037674,0.9470224976539612, GOV20,Michael Fortner ,Government department,5.0,2.0,Great Prof!
2862,0.0,0.751,0.249,0.9059,0.0021474622189998627,0.012254334054887295,0.9855982661247253, GOV20,Michael Fortner ,Government department,4.0,2.0,Favorite Professor yet at Claremont Mckenna College. Most classes were heavily discussion-based. He is available during office hours and will make more office hours if you cannot meet on his specific date. Truly enjoyed every class. I recommend taking a class with him!!
2863,0.042,0.798,0.16,0.74,0.8830425143241882,0.10312921553850174,0.013828245922923088, GOV020,Mark Blitz ,Government department,2.0,2.0,"The class isn't particularly difficult to pass but Blitz only lectures from a set of notes that seem reused every semester. He's not engaging at all and speaks in a very quiet monotone manner, making it incredibly difficult to engage in the class. Overall, I'd say the hardest part about this class is not falling asleep."
2864,0.0,0.891,0.109,0.6124,0.11221387982368469,0.6433761715888977,0.2444099485874176, FHS010,Mark Blitz ,Government department,2.0,3.0,"Professor Blitz's class was mostly lecture, which made it fairly monotonous. Even though the class was a Humanities class, the emphasis was on regurgitating the professor's ideas rather than exploring new ideas together. Be sure to ask questions of the professor to stay engaged."
2865,0.062,0.82,0.118,0.5647,0.021330635994672775,0.11149323731660843,0.8671761155128479, GOV020,Mark Blitz ,Government department,2.0,3.0,"If you're looking to just get the gov GE out of the way - this is a good class to take. The lectures are dry and it's hard to stay interested, but there was no homework. It's all good if you read the books, and if you've taken a general gov class in high school, the material will basically be a recap."
2866,0.031,0.849,0.12,0.771,0.08288539201021194,0.23889222741127014,0.6782224178314209, GOV020,Mark Blitz ,Government department,3.0,3.0,"Professor Blitz was a good intro to gov prof, but his lectures were very long and dry (this does mean you don't have to do your reading outside of class though). His grading is decent but does not always reflect the amount of effort you put in. This is a great class to take if you want to get your gov GE out of the way with almost no homework."
2867,0.09,0.689,0.221,0.8537,0.6281354427337646,0.29115721583366394,0.08070728182792664, GOV020,Mark Blitz ,Government department,3.0,4.0,"Bright and knowledgeable but lecture intensive, dry, boring, and too monotonous. Appears he follows the same script every year. No class intimacy or fun times. Class engagement is dry too, and he makes little effort to break ice. Too many readings - easier to finesse with summaries, that's how I made it."
2868,0.19,0.697,0.113,-0.3404,0.9688576459884644,0.028219876810908318,0.002922400366514921, GOV020,Mark Blitz ,Government department,1.0,2.0,"Avoid this professor at all costs. His lectures are beyond boring, and he reads directly from his notes the entire class without engaging students. I learned nothing, and if another government professor praises Abraham Lincoln for freeing slaves without providing adequate context to the situation, I will lose it."
2869,0.083,0.917,0.0,-0.5621,0.4901147484779358,0.3675890266895294,0.1422962099313736, GOV20,Mark Blitz ,Government department,3.5,3.0,"Pro: He makes you understand the material and reading. You will learn a ton. Con: Generally boring class periods. He isn't too nice and he has high grading expectations. Conclusion: Take the class if you can do all the reading VERY thoroughly and can stay awake in class. Otherwise, try to get someone else"
2870,0.13,0.723,0.147,0.1635,0.43831658363342285,0.3376320004463196,0.22405143082141876, GOV80,Mark Blitz ,Government department,5.0,3.0,"Very good professor. He will make sure you understand the texts to the core. If you're not interested in government, don't take his class, as I imagine it would get very boring."
2871,0.194,0.698,0.108,-0.4019,0.5354547500610352,0.40083375573158264,0.0637115016579628, GOV80,Mark Blitz ,Government department,2.5,4.0,"Torture to stay awake in a class when the professor speaks in a monotonous voice, even when he is passionate about the topic. Avoid if you can."
2872,0.058,0.874,0.068,0.1397,0.6271162033081055,0.2656811475753784,0.10720260441303253, GOV80,Mark Blitz ,Government department,3.5,1.0,"How can you fully engage in this absurdly boring class. Don't read the books - he goes over everything 10 different ways in class. Take good notes and you'll ace the test and papers... but it'll be hard to keep the drool off them. Work load is not too bad... two tests, two papers."
2873,0.074,0.735,0.191,0.4927,0.010114988312125206,0.08853408694267273,0.9013509154319763, GOV20,Mark Blitz ,Government department,5.0,2.0,"Although his lectures can be dry and repetitive, Professor Blitz is quite bright.  Anybody who engages fully in the class will learn a lot."
2874,0.127,0.749,0.124,-0.0544,0.5481662750244141,0.32059967517852783,0.1312340795993805, GOV080,Mark Blitz ,Government department,3.0,3.0,"Extremely bright yet extremely boring.  I think he uses the same lectures every year.  He KNOWS all of the text, by heart, and wants you to know and understand them as well.  That being said, he does not want you to fail.  He's kind, but certainly not for every one.  Unfortunate, considering that the other section of this class is taught by a nut."
2875,0.093,0.818,0.089,0.178,0.36246296763420105,0.4322957396507263,0.20524129271507263, GOV80,Mark Blitz ,Government department,3.5,1.0,"Long, droning lectures are a bit difficult to get through, but you have GOT to go to class to do well in this class. The testing method - identifying and explaining passages - is a little weird and gets REALLY hard on the final, when you have 7 or 8 authors to choose from. Still, learned a lot and he will help you out if you ask for it."
2876,0.038,0.602,0.36,0.9032,0.0024708083365112543,0.012998873367905617,0.9845303297042847, GOVT80,Mark Blitz ,Government department,5.0,4.0,"Professor Blitz is one of the best profs at CMC.  His class is hard, but he is brilliant and his lectures are interesting."
2877,0.0,1.0,0.0,0.0,0.03719670698046684,0.29922547936439514,0.6635777950286865, GOV20,Mark Blitz ,Government department,5.0,5.0,prof. Blitz is a genius.
2878,0.118,0.655,0.227,0.7034,0.3018416464328766,0.3586500287055969,0.33950838446617126, ALL,Mark Blitz ,Government department,5.0,1.0,"Excellent.  Extremely generous with his time in and out of class.  Students can learn much from this man.  A word to the wise (but especially the unwise, however): if you say stupid things, he will not feel shy about repudiating your stupidity."
2879,0.0,0.879,0.121,0.4391,0.006760222837328911,0.1196541041135788,0.8735856413841248, GOV80,Mark Blitz ,Government department,5.0,3.0,Everything he says is relevant to his tests and paper assignments. He's incredibly clear and very willing to meet during office hours.
2880,0.177,0.623,0.2,0.3482,0.09687251597642899,0.27228066325187683,0.6308467984199524, GOV20,Mark Blitz ,Government department,3.5,3.0,"Not especially entertaining, but has some good things to say if you can pay attention."
2881,0.123,0.663,0.214,0.5506,0.06131000444293022,0.2945389449596405,0.6441510915756226, GOV80,Mark Blitz ,Government department,4.0,3.0,Tendency to be monotone but guy is incredibly intelligent and willing to help. Exams are not too difficult but the final is sort-a evil. Requires a ton of reading. Go to class and all books wil make sense.
2882,0.05,0.826,0.124,0.34,0.3047657608985901,0.49239322543144226,0.20284096896648407, GOVT80,Mark Blitz ,Government department,3.5,5.0,"Not only does he expect you to read all 7 long political philosophy texts, he suggests that students reread them all before the final.  You should also be sure to attend every single day of boring lecture if you want to do well."
2883,0.12,0.806,0.074,-0.2699,0.9089986681938171,0.08000384271144867,0.010997405275702477, GOV020,Mark Blitz ,Government department,2.0,2.0,"very, very boring, he knows his stuff, but if you can sit through his class, youre a stronger person than I, his voice is a v. annoying monotone. He also has a tendency to clutch, or lean against, or otherwise grope his podium."
2884,0.166,0.834,0.0,-0.5812,0.8483394384384155,0.13040021061897278,0.021260373294353485, GOV,Mark Blitz ,Government department,2.5,5.0,Intro to political philosophy--holy **** this class is so hard.  had to work madness. plus the final is absolutely impossible.  must identify all these quotes etc.
2885,0.0,0.95,0.05,0.2263,0.13528534770011902,0.44495266675949097,0.41976198554039, GOV80,Mark Blitz ,Government department,3.0,4.0,He's okay. Lot's of works covered. He lulls you into complacency by spending too much time on the Republic and then expects you to read over 30 chapters of Hobbes' Leviathan in a week later in the semester.
2886,0.053,0.809,0.138,0.4817,0.3757900297641754,0.5061483979225159,0.11806158721446991, GOV20,Mark Blitz ,Government department,3.0,4.0,"If you enjoy teacher's reading straight from their notes and you copying those notes yourself, take him. Also, on midterms you have to quote and identify authors and their works, very very hard."
2887,0.0,0.682,0.318,0.9661,0.0025950332637876272,0.011264562606811523,0.9861403703689575, FWS010,Derik Smith ,Literature department,5.0,3.0,Love this Prof! His FWS is amazing and super interesting to learn about! The discussions are engaging and the course material is not too heavy (just a bunch of movies). He gives good feedback on papers (3 total). The only thing to be aware of is he's a bit inaccessible by email.
2888,0.066,0.79,0.144,0.6239,0.054576974362134933,0.43053120374679565,0.5148918032646179, FHS10,Derik Smith ,Literature department,4.0,4.0,"easy hw & good discussions, but wasn't always clear abt what he wants. 3 essays throughout the semester that are graded relatively harshly. i always made sure to follow his instructions on the syllabus so i did fine, but the class averages displayed on sakai stayed in the B/B+ range for each assignment. hard to tell what your final grade will be"
2889,0.017,0.767,0.217,0.9236,0.0021501746959984303,0.025664404034614563,0.9721854329109192, LIT099IO,Derik Smith ,Literature department,5.0,2.0,"Any film/cinema class with Prof Smith will leave you blown away. Not only did he navigate the Inside-Out dynamic well, but he always has so much insight to share about the films that we are discussing, and make the experience extremely interesting for all those involved. There were very few assignments, and his grading is very forgiving."
2890,0.098,0.743,0.159,0.4308,0.012305645272135735,0.08830751478672028,0.8993868231773376, FWS10,Derik Smith ,Literature department,5.0,2.0,"Opens your eyes to the world of film and the domestic/global perspectives that go into the internalized and externalized racism in Hollywood. An incredibly kind and understanding professor who always keeps class engaging and fresh. I can't recommend Prof. Smith enough, this is one of those classes you won't forget about 10 years later."
2891,0.048,0.86,0.092,0.2647,0.015957169234752655,0.07073020190000534,0.9133126735687256, FWS010,Derik Smith ,Literature department,5.0,2.0,"took Blackness in American Cinema with Prof Smith and I LOVED it! For anyone interested in film, or or wants to think and talk about movies in a new way, take this class. Lots of films to watch, but not much writing. He doesn't rly teach writing even though it's an FWS, so if you struggle there you might want to go to a more hands-on prof."
2892,0.0,0.777,0.223,0.9382,0.0037543177604675293,0.03424714133143425,0.9619985222816467, LIT099A,Derik Smith ,Literature department,5.0,2.0,"Professor Smith is hands down one of the best professors at CMC. He kept a really heavy topic of the carceral state super engaging and his deep knowledge of how the world works convinced me to embrace the principles of abolition. Only had one paper, group project, and a couple reading responses. Every CMC student should take his class before grad."
2893,0.0,0.468,0.532,0.8442,0.001593764522112906,0.01292470097541809,0.9854815602302551, FWS010,Derik Smith ,Literature department,5.0,3.0,He's a super nice guy and his class is engaging and informative.
2894,0.0,0.651,0.349,0.9771,0.002449851715937257,0.009057197719812393,0.9884929060935974, FWS13,Derik Smith ,Literature department,5.0,2.0,"Dr. Smith is amazing. Considering this was a writing seminar, he made it feel like we didn't write as much! He's very funny and inserts funny anecdotes into his lectures. The movies we watched were spectacular and he provided some great insight. This was by far my favorite class and I hope you're lucky enough to take him."
2895,0.0,0.78,0.22,0.8932,0.0025707087479531765,0.017125623300671577,0.9803035855293274, LIT99,Derik Smith ,Literature department,5.0,3.0,Prof. Smith is an amazing professor and so articulated. He puts in effort in planning and structuring the course. He is great at making you think about change and how it affects us and society at a different perspective. I highly recommend him.
2896,0.026,0.883,0.091,0.6234,0.002699893433600664,0.023697655647993088,0.9736024141311646, LIT99,Derik Smith ,Literature department,5.0,3.0,Prof Smith gave me a different way of thinking about life and history. He connected historical events in my mind that were never connected and literally made me think differently about how change is affected. He has an amazing story too and fosters closeness in the classroom. I don't think I missed a single one of his classes. CMC NEEDS hims. 10/10
2897,0.0,0.746,0.254,0.9569,0.0016308956546708941,0.015333606861531734,0.9830355644226074, LIT099B,Derik Smith ,Literature department,5.0,2.0,"I made an account on ratemyprofs just to give him a good review. He is truly an incredible person, brilliant and so very kind. He knows so much about the topic and ties in all sorts of contemporary cases in hip hop with much greater analysis of neoliberalism, feminism, etc. He makes an effort to be approachable and is very engaging. Stellar, 10/10"
2898,0.031,0.733,0.237,0.9121,0.007213786710053682,0.034024566411972046,0.9587616324424744, LIT99B,Derik Smith ,Literature department,5.0,3.0,"He is fantastic. Super smart, funny, chill guy. He puts a lot of effort into planning classes and assigns great readings. Not the best at facilitating discussions and keeping people engaged, but you can learn a lot from him and sometimes discussions are good. He assigns a ton of reading, but you can get by without doing it all. Not much other work."
2899,0.0,0.695,0.305,0.8997,0.0017499743262305856,0.00884238537400961,0.9894077181816101, FWS010,Derik Smith ,Literature department,5.0,2.0,Favorite professor I've had in a long time. His FWS is the best one by far and so interesting. The majority of the homework is just to watch movies!
2900,0.0,0.649,0.351,0.9345,0.002116796327754855,0.011784960515797138,0.9860982894897461, CALC1,Robert Valenza ,Mathematics department,5.0,1.0,Professor Valenza is amazing. His tests are super easy and he is a good teacher. Will never forget how he explained calculus using arts such as famous paintings. Really changed my perspective on math.
2901,0.079,0.74,0.182,0.4951,0.2632402777671814,0.46688854694366455,0.26987117528915405, MATH60,Robert Valenza ,Mathematics department,4.0,3.0,Valenza teaches linear algebra very differently. It is very abstract and noncomputational. Good for math majors but I'm not sure it's that helpful for computer science.
2902,0.0,0.775,0.225,0.9324,0.0022756571415811777,0.015515193343162537,0.9822090864181519, CALC1,Robert Valenza ,Mathematics department,5.0,2.0,Professor Valenza is one of the best math teachers I've ever had. He cares so much about his students and tries to make calculus interesting for non-math majors. It is not hard to get an A if you listen in class and do the homework. I would highly recommend taking his Calc 1 class if you have the chance to fulfil the math GE.
2903,0.022,0.668,0.31,0.9647,0.004266836680471897,0.020020106807351112,0.9757130146026611, MATH030,Robert Valenza ,Mathematics department,5.0,2.0,Professor Valenza is a great professor. He really cares for his students and knows how to teach Calculus. He constantly stops and makes sure that everyone understands what he is teaching. Tests were very easy and he was very clear about what he expected. He is hilarious and his personality definitely lights up the class on Fridays. Solid professor.
2904,0.058,0.714,0.228,0.9337,0.0078388387337327,0.03618321940302849,0.9559779167175293, MATH171,Robert Valenza ,Mathematics department,5.0,3.0,"This man turned me into a math major in his linear algebra. Then I took his abstract algebra. Amazing class. Also the exams are thematic and extremely fun to take. If you are a math major or love math you will definitely find his class very very interesting. If not, don't feel bad to drop. A lot of people dropped his linear algebra in my year."
2905,0.0,0.799,0.201,0.9019,0.005176922772079706,0.02505807764828205,0.9697650074958801, MATH030,Robert Valenza ,Mathematics department,5.0,3.0,Professor Valenza is hands down the best teacher I have ever had. He makes the material very easy to understand as he is thorough and is willing to explain if somebody does not understand. I would 100% recommend taking him even if you have to have class on Friday. He is totally worth it.
2906,0.045,0.836,0.118,0.658,0.003967883996665478,0.024910831823945045,0.9711213111877441, MATH60,Robert Valenza ,Mathematics department,5.0,4.0,"By far, one of the best math professors at CMC! Always available to meet after class when you don't understand the material and breaks down problems piece by piece. Also, really makes an effort to get to know his students during office hours and is fair about the work he gives his students!"
2907,0.024,0.79,0.186,0.8928,0.0014215329429134727,0.011918025091290474,0.9866604804992676, FHS10,Robert Valenza ,Mathematics department,5.0,2.0,"So amazing for FHS! His themes are very interesting and asks hard, introspective questions that get you thinking differently. He loves those who participate and ask him questions before/after class or during office hours, and in this class especially, he wants to get to know his students through conversation and essays."
2908,0.025,0.843,0.132,0.7131,0.15987202525138855,0.2944682240486145,0.5456597805023193, MATH60,Robert Valenza ,Mathematics department,5.0,3.0,"I must note that I'm rating the prof and not Math60. The former is absolutely amazing. The latter, if you are not a math or CS major, don't take this class because there are more interesting classes you can take advantage of at CMC. How can you have an amazing prof and a boring class? Beats me, but you can see for yourself."
2909,0.034,0.911,0.056,0.0516,0.055867064744234085,0.38979387283325195,0.5543390512466431, MATH030,Robert Valenza ,Mathematics department,5.0,2.0,"This class is basically review if you've taken calculus before. If you haven't taken calculus before, Valenza is very understanding and explains the concepts carefully. Homework every couple of weeks. Gives credit if you ask questions. Tests are very similar to the homework problems. Sometimes goes off on tangents, but is very chill"
2910,0.0,0.689,0.311,0.952,0.002097864169627428,0.012608504854142666,0.9852936863899231, MATH030,Robert Valenza ,Mathematics department,5.0,3.0,Professor Valenza was one of the best professors I've ever had at CMC. You don't need to have taken Calc before to do well in this class. He was very clear and excellent at conveying the material needed to do well in the course. Highly recommend.
2911,0.0,0.625,0.375,0.6369,0.002011347794905305,0.040045637637376785,0.9579429626464844, MATH60,Robert Valenza ,Mathematics department,5.0,3.0,By far the best Math prof in CMC
2912,0.0,0.709,0.291,0.9506,0.0019760988652706146,0.011525651440024376,0.986498236656189, MATH030,Robert Valenza ,Mathematics department,5.0,3.0,"Incredibly thoughtful and truly cares about all his students, even if this is just your math GE. He makes calc relevant and relatable, and he's always fantastic at office hours. This is a prof that everyone should take-- he's one of the absolute best at CMC. A MUST-TAKE."
2913,0.0,0.685,0.315,0.9669,0.0015482505550608039,0.007368571124970913,0.9910831451416016, FHS10,Robert Valenza ,Mathematics department,5.0,3.0,"I love Professor Valenza; he is unusually kind and emotionally supportive. I go to his office hours just to talk about life. His FHS class focuses on creative expression and self-discovery, and his comments on essays are a page long and so wonderfully articulate/thoughtful. Class consists of video clips, music, and discussion. Always engaging!"
2914,0.0,0.831,0.169,0.743,0.0018816019874066114,0.012723350897431374,0.985395073890686, FHS10,Robert Valenza ,Mathematics department,5.0,1.0,"Professor Valenza is amazing. His class changed my life. Sure, there is a bit of reading, but his FHS is like a giant therapy. It really helped me transition into the college life, and I still visit him from time to time."
2915,0.181,0.678,0.141,-0.3182,0.892913281917572,0.09353727102279663,0.013549395836889744, FHS10,Robert Valenza ,Mathematics department,2.5,2.0,"Frustrating. Over-simplifies complex arguments and interesting readings. Picks on only few people to participate in class.  Wants you to ignore ""good academic and concise writing"" and instead be incoherent and organic. I lost all my writing skills after this class. Take this class if you like over-generalizations"
2916,0.0,0.594,0.406,0.9608,0.0020783955696970224,0.010198616422712803,0.9877229928970337, MATH030,Robert Valenza ,Mathematics department,4.5,2.0,"I loved Professor Valenza! He is always willing to help if you need it, and he LOVES when students ask questions. He says asking questions will actually boost your grade. Great math professor! "
2917,0.0,0.727,0.273,0.9449,0.005919708404690027,0.02466236986219883,0.969417929649353, MATH030,Robert Valenza ,Mathematics department,4.0,2.0,Professor Valenza was my first professor at CMC and he was amazing. As a freshman I was in a class of 60 and though I would go unnoticed. Absolutely not! Valenza knew each of his students names and was clearly interested in your progress. his exams mirror the material taught. Fantastic professor! 
2918,0.044,0.771,0.185,0.8398,0.001481739105656743,0.02431279979646206,0.9742053747177124, FHS10,Robert Valenza ,Mathematics department,4.5,2.0,"FHS: Individual, Community, and Culture. A lot of readings assigned (only did most of them), but in class talks are very insightful on readings. Lots of personal experiences shared for discussions and papers- Valenza wants you to share your views no matter what they are. Fun class overall. Lots of music, videos, and art slideshows!"
2919,0.063,0.752,0.185,0.7214,0.19986815750598907,0.34682032465934753,0.4533115029335022, 0308,Robert Valenza ,Mathematics department,5.0,3.0,i have always hated math and when i took 0308 i started out way overwhelmed but he is always there for you! total sweetheart! i will be taking ANY classes that he offers that goes with my degree. 
2920,0.033,0.791,0.176,0.775,0.05684088543057442,0.2566494345664978,0.6865096688270569, MATH030,Robert Valenza ,Mathematics department,3.5,1.0,"Professor Valenza is a total sweetheart. He never wants anyone to feel uncomfortable or overwhelmed. That being said, the class can be pretty slow, especially if you've taken Calc before. His office hours are usually packed, but the tests tend to be easier than the light homework he assigns."
2921,0.079,0.664,0.257,0.8983,0.011320790275931358,0.05843047797679901,0.9302487373352051, CALC1,Robert Valenza ,Mathematics department,5.0,1.0,"The best. Explains things so everyone understands. Tests are easy - no curveballs and you're prepared for them. Pace can be a bit slow, which is good or bad depending on what you expect. Also he is very personable and helpful. Highly recommended, especially if you want a lucid experience that your previous math teachers were never able to provide."
2922,0.0,0.743,0.257,0.7845,0.0016606127610430121,0.009846055880188942,0.9884932637214661, FHS,Robert Valenza ,Mathematics department,5.0,2.0,"Valenza is one of the best professors CMC has. I took his FHS course--best decision ever. Extraordinary teacher, interesting subject. TAKE THIS CLASS"
2923,0.0,0.91,0.09,0.4703,0.011991748586297035,0.186869278550148,0.8011389374732971, MATH60,Robert Valenza ,Mathematics department,5.0,2.0,"I had Professor Valenza for Linear Algebra (his first time teaching it in years), and while it was very informative and easier than most Linear Algebra classes, I feel unprepared going forward in math."
2924,0.0,0.789,0.211,0.841,0.0043574124574661255,0.06479312479496002,0.9308494925498962, MATH030,Robert Valenza ,Mathematics department,5.0,4.0,"Professor Valenza is a very very considerate professor! He  not only teaches mathematics in 030, but also introduces beauty of math! Not single student has decided to change major because of his classes."
2925,0.058,0.723,0.219,0.8533,0.003639897331595421,0.03169839084148407,0.9646617770195007, MATH30,Robert Valenza ,Mathematics department,5.0,2.0,One of if not the best teachers at CMC. the most caring and nicest teacher. been teaching for a while so he knows how to teach calc. hw is not necessary to do and tests arent bad if you are good at math. Take him if you can
2926,0.053,0.772,0.175,0.724,0.002343011787161231,0.01414991170167923,0.9835070371627808, CALC1,Robert Valenza ,Mathematics department,5.0,3.0,"Hands down, the BEST PROF I WILL EVER HAVE. I had him for FHS and Calc 1. Both of these classes literally changed my life. Refuse to take it with anyone else, and you won't regret it."
2927,0.0,0.665,0.335,0.9668,0.0016945975366979837,0.00689137214794755,0.9914140701293945, MATH030,Robert Valenza ,Mathematics department,5.0,1.0,"I was fortunate enough to have Professor Valenza for both FHS and Calculus 1. One of the best profs I've had thus far - for both subjects, he explains everything very clearly and the tests/papers/assignments are really reasonable.  He also makes the material really enjoyable.  Such a great guy :)"
2928,0.0,0.53,0.47,0.9693,0.0019147979328408837,0.009551094844937325,0.988534152507782, FHS1,Robert Valenza ,Mathematics department,4.0,2.0,"Valenza is GREAT. He loves the material, he loves teaching, and he loves his students. Get into his FHS if you can- it is DEFINITELY worth the early Friday class."
2929,0.0,0.746,0.254,0.9467,0.0014879561495035887,0.011997445486485958,0.9865146279335022, MATH30,Robert Valenza ,Mathematics department,5.0,4.0,"I had the chance to take Valenza for both FHS and Calculus, he is great! I recommend him for both classes, he is always available for extra help and really wants to make sure everyone understands the material. He also incorperates multimedia presentations into his lectures which makes them exciting. If you can get into this class, take it!"
2930,0.0,0.554,0.446,0.9918,0.0033715441823005676,0.012374000623822212,0.9842544794082642, CALCI,Robert Valenza ,Mathematics department,5.0,1.0,"an easy professor but not easy in the sense that you dont feel the need to go to class, but want to because he is so engaging and nice. takes a sticker subject like math and spends some entire class periods listening to the progression of music & dynamic intersection of different disciplines. its lots of fun, an amazing GE.his tests are super easy"
2931,0.065,0.628,0.307,0.8853,0.020505426451563835,0.053000111132860184,0.9264944791793823, CALC30,Robert Valenza ,Mathematics department,5.0,3.0,"LOVE HIM. BEST PROFESSOR HANDS DOWN. TAKE HIM! I never understood Calculus, but his class made me enjoy it. He treated us during Finals. I refused to take any other calc prof as well."
2932,0.0,0.716,0.284,0.8779,0.002053355798125267,0.012183534912765026,0.9857630729675293, CALC30,Robert Valenza ,Mathematics department,5.0,2.0,"Everytime I see him, I want to hug him. He's amazing. The class is easy if you do the little work assigned, and he explains things in a way that makes math relevant for everyone."
2933,0.217,0.548,0.235,0.3786,0.05615907907485962,0.20887818932533264,0.7349627017974854, MATH30,Robert Valenza ,Mathematics department,4.5,3.0,Great professor. Not an easy A like might be expected. Study and you will succeed. I refused to take Math 30 with anyone else.
